title,artist,created,date,creditline,source
.a) Man and Woman Carrying Large Baskets  .b) Untitled,Alexander Bogomazov,c. 1927-28,1975,Gift of N.D. Lobanov,Documents/info664project/moma.csv
Untitled,Port L. Lake,c. 1900,2021,Acquired through the generosity of Michael Jesselson,Documents/info664project/moma.csv
Kryl'ia sovetov (The Wings of the Soviet),P. Suvorov,1930,2001,Gift of The Judith Rothschild Foundation,Documents/info664project/moma.csv
"Das Elend I: Kleiner Scheisser, Dicht",Daniel Richter,-1997,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
The Clash Flyer (Concert flyer),Anya Phillips,1978,2012,Gift of Lawrence Benenson,Documents/info664project/moma.csv
Kangaroo Hunt,Peter Purves-Smith,1939,1941,Purchase,Documents/info664project/moma.csv
Untitled,Gary Batty,2003,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
Untitled,Sipke Huismans,1971,1973,Gift of Mr. and Mrs. Wolfgang Schoenborn,Documents/info664project/moma.csv
"Casa en el Aire, Mexico City, Mexico",Agustín Hernández Navarro,1991,2014,Gift of the architect,Documents/info664project/moma.csv
"Die Aktion, vol. 9, no. 39/40","Oskar Birckenbach, Emil Maetzel",4-Oct-19,2010,Committee on Prints and Illustrated Books Fund and The Library Council,Documents/info664project/moma.csv
Suspended Animation - 29 Drawings of the Same Photograph,Dryden Goodwin,2000,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
Chair,Don Wallance,1938,1939,Gift of the designer,Documents/info664project/moma.csv
Vase,Vallauris,c. 1951,1953,Gift of Greta Daniel,Documents/info664project/moma.csv
PARAVAL,Hannes Postma,1964,1967,John S. Newberry Fund,Documents/info664project/moma.csv
White Wall Travelling 1997 from the Museum in Progress project Worlds of Work,Melik Ohanian,"(newspapers published March 25-26, 2003)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Das Preussenherz - Wer heilt es?,Spilling,1919,1943,Gift of Peter Müller-Munk,Documents/info664project/moma.csv
The Jury,Mitchell Siporin,1935,1937,Given anonymously,Documents/info664project/moma.csv
Untitled (I),Michael Krebber,1992,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
Interiors,Doug Aitken,2002,,"Fractional and promised gift of the Julia Stoschek Foundation, Düsseldorf",Documents/info664project/moma.csv
Untitled,Jan L. A. van Goethem,1966,1967,Purchase,Documents/info664project/moma.csv
"Painting, II",Pierre Clerk,1955,1956,Purchase,Documents/info664project/moma.csv
"Zabrinuti sviejt rada (Worried labor force) (Design for the cover of Danas magazine, no. 167)","Mirko Ilić, Luka Mjeda",1985,2015,Gift of Krešimir Penavić,Documents/info664project/moma.csv
"21 Printmakers from Colombia, Mexico and Venezuela (21 Estampadores de Colombia, Mexico y Venezuela)","Various Artists, Pedro Alcantara, Santiago Cárdenas, Rafael Coronel, Francisco Corzas, Roberto Donis, Helen Escobedo, Manuel Espinoza, Fernando Garcia Ponce, Anibal Gil, Enrique Grau, Luis Guevara Moreno, Phanor Leon, Luis López Loza, Emilio Ortiz, Alejandro Otero, Alirio Palacios, Mercedes Pardo, Juan Antonio Roda, Vicente Rojo, Francisco Toledo, Luisa Zuloaga de Palacios",1972,1973,"Gift of Cartón y Papel de México, S. A.",Documents/info664project/moma.csv
Untitled (You Invest in the Divinity of the Masterpiece),Barbara Kruger,1982,1983,Acquired through an anonymous fund,Documents/info664project/moma.csv
Untitled,Oscar Domínguez,1936,1937,Purchase,Documents/info664project/moma.csv
Untitled,Lisa Hyatt,1979,1979,Acquired with matching funds from Mr. and Mrs. Richard Deutsch and the National Endowment for the Arts,Documents/info664project/moma.csv
"Die Aktion, vol. 8, no. 23/24",Katharina Heise (Karl Luis Heinrich-Salze),15-Jun-18,2010,Committee on Prints and Illustrated Books Fund and The Library Council,Documents/info664project/moma.csv
"Hadrian's Villa, Italy",Mitch Epstein,1982,1983,Purchase,Documents/info664project/moma.csv
Disappearing (Screened),Richards Jarden,-1972,1973,Gift of Janet K. Ruttenberg,Documents/info664project/moma.csv
Krater und Wolke 1,"A.R. Penck (Ralf Winkler), Per Kirkeby, Jörg Immendorff, James Lee Byars, Markus Lüpertz, Georg Baselitz, Various Artists",1982,1993,"Transferred from The Museum of Modern Art Library, New York",Documents/info664project/moma.csv
BOLD Chair,"Augustin Scott de Martinville, Grégoire Jeanmonod, Elric Petit",2007–2009,2013,Gift of the manufacturer,Documents/info664project/moma.csv
View through Elliot's Shack Looking South,Lois Dodd,1971,2018,Gift of Robert Gober,Documents/info664project/moma.csv
"Duplicate of Chloé (supplementary suite, plate 3) from D'Ariane à Zoé",René Piot,1930,1964,The Louis E. Stern Collection,Documents/info664project/moma.csv
City of Morlatia,Howard Finster,1985,1990,John B. Turner Fund,Documents/info664project/moma.csv
Sava peremozhets'. Kazka,Oleksii Marenkov,1928,2001,Gift of The Judith Rothschild Foundation,Documents/info664project/moma.csv
Pierced and Beset,Lee Chesney,1951-52,1954,Purchase,Documents/info664project/moma.csv
Integrations in water,"Yeni & Nan, Nan González, Jennifer Hackshaw",1981,2017,Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund in honor of Mauro Herlitzka,Documents/info664project/moma.csv
Cross-Section of Hugh Hefner's Digestive System from Anatomy of Hugh Hefner's Private Jet (1-5),E. V. Day,1999,2000,Roxanne H. Frank Fund,Documents/info664project/moma.csv
Capital,Isamu Noguchi,1939,1941,Gift of Miss Jeanne Reynal,Documents/info664project/moma.csv
Elbert Jackson L.A.M.F. Part II,William T. Williams,1969,1969,"Gift of Carter Burden, Mr. and Mrs. John R. Jakobson and purchase",Documents/info664project/moma.csv
7 Seed Packets,"Ian Hamilton Finlay, Gary Hincks",1986,1997,Walter Bareiss Fund,Documents/info664project/moma.csv
"Cabaret Crusades, Drawing 50",Wael Shawky,2010,2012,Fund for the Twenty-First Century,Documents/info664project/moma.csv
"Monogram name accordion, Je Signe Tout, Whispered Art History, Statement on Cut-Up Method, Yellow Piece, Composition for Rich Man, and La Strada from Fluxus 1","Various Artists, Ben Vautier, Robert Filliou, Brion Gysin, Dick Higgins, Sohei Hashimoto, Giuseppe Chiari",1959–64,,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
"George Maciunas' In Memoriam to Adriano Olivetti, performed during Concert No. 5, Fluxus Internationale Festspiele Neuester Musik, Städtisches Museum, Wiesbaden, September 8, 1962","George Maciunas, Dick Higgins, Nam June Paik, Alison Knowles, Emmett Williams, George Maciunas, Benjamin Patterson",1962,,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
Combination of Reeds,Noémi Raymond,c.1940,,Gift of the designer,Documents/info664project/moma.csv
"From the ""Up in the Sky"" Photo Series (for Parkett no. 53)",Tracey Moffatt,1997,1999,Howard Johnson Fund,Documents/info664project/moma.csv
She Was a Real Trouper – Acts of Service,Nina Chanel Abney,2020,2020,The Candace King Weir Endowment for Women Artists,Documents/info664project/moma.csv
Bait Box,"Shoe Form Co., Inc., Utility Box Div., Auburn, NY",Before 1946,1946,Gift of Celanese Celluloid Corporation,Documents/info664project/moma.csv
SONG OF THE SEASHORE,Ansei Uchima,1957,1959,Blanchette Rockefeller Fund,Documents/info664project/moma.csv
"Naval Academy Competition, Valparaiso, Chile","Francisco Méndez Labbé, School of Architecture, Catholic University of Valparaiso",1956-1957,2015,Gift of the architect,Documents/info664project/moma.csv
"""De Valera's Dramatic Reappearance and Arrest""",Pacific & Atlantic Photos,1923,2001,The New York Times Collection,Documents/info664project/moma.csv
"""Flap"" Sofa",Francesco Binfaré,2000,2004,Gift of the manufacturer,Documents/info664project/moma.csv
Statement from the Museum in Progress project TransAct: Transnational Activities in the Cultural Field,Ferdinand Schmatz,"(newspaper published September 6, 2000)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Nosferatu,F. W. Murnau,1921,,Stiftung Deutsche Kinemathek Collection,Documents/info664project/moma.csv
Standing Nude,Manolo (Manuel Martínez Hugué),1912,1939,Given anonymously,Documents/info664project/moma.csv
Untitled (Serra Pelada),Sebastião Salgado,1986-89,1990,The Fellows of Photography Fund,Documents/info664project/moma.csv
At home in Vienna (Bei uns in Wien) from the Museum in Progress project TransAct 2 - Linguistic Fields,Klub 2,"(newspaper published October 16, 2002)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
UNTITLED (Figure in the (Hammam Moulay Idriss),William Betsch,1-Mar-79,1979,The Family of Man Fund,Documents/info664project/moma.csv
Birth,Charles Simonds,1971,1976,Purchase,Documents/info664project/moma.csv
Drawing 80/10,John Golding,1980,1982,Gift of Mr. R. B. Kitaj,Documents/info664project/moma.csv
Gorgona no. 5,"Ivan Kožarić, Gorgona artists group",1961,2012,Committee on Prints and Illustrated Books Fund,Documents/info664project/moma.csv
"Bank and Office Building, project, Stuttgart, Germany, Elevation of Lautenschlager Strasse",Ernst Stahl,1928,2003,Mies van der Rohe Archive Purchase,Documents/info664project/moma.csv
La Bête noire (The black beast),"Marcel Broodthaers, Jan Sanders",1961,2011,"Partial gift of the Daled Collection and partial purchase through the generosity of Maja Oeri and Hans Bodenmann, Sue and Edgar Wachenheim III, Agnes Gund, Marlene Hess and James D. Zirin, Marie-Josée and Henry R. Kravis, and Jerry I. Speyer and Katherine G. Farley",Documents/info664project/moma.csv
"Brasilien Baut (Brazil builds) (Poster for an exhibition at the Kunstgewerbemuseum, Zürich)",Mary Vieira,c. 1954,2013,Gift of Artur Walther,Documents/info664project/moma.csv
Collective Farmers on Their Way to Work,Moscow Presse Cliche,1931,2001,The New York Times Collection,Documents/info664project/moma.csv
Airsoft Multiple-Use Earplug,Howard S. Leight,1978,2006,Gift of Bacou-Dalloz Hearing Safety Group,Documents/info664project/moma.csv
"In the Snow (Dans la neige) from The Original Print (L'Estampe originale), no. I",Ker-Xavier Roussel,1893,1949,Abby Aldrich Rockefeller Fund,Documents/info664project/moma.csv
Parrot Picture (Papageienbild) from the portfolio 5 Prints by 5 Sculptors,Katharina Fritsch,(1980-86),1990,Purchase,Documents/info664project/moma.csv
Little freedomfrom the Museum in Progress project The Standard Museum,Sofia Goscinski,"(newspaper published November 13/14, 2004)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Night Watch from 11 Prints by 11 Printmakers,Fritz Eichenberg,1961,1963,Given anonymously,Documents/info664project/moma.csv
"Geopark, Stavanger, Norway (Scale model, 1:200)","Siv Helene Stangeland, Reinhard Kropf",2009,2011,Gift of the architects and the Royal Norwegian Consulate General in New York,Documents/info664project/moma.csv
Gourds,Seiji Chokai,1950,1958,Blanchette Hooker Rockefeller Fund,Documents/info664project/moma.csv
Hanging Man,Linda Lindeberg,1962,1969,Gift of Jeanne Reynal,Documents/info664project/moma.csv
"Wolf Vostell's 130 km/h, performed during 9 Décollagen, Verschiebebahnhof Wupp. Vohwinkel, September 14, 1963","Unidentified photographer, Wolf Vostell",1963,2008,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
On Off Table Lamp,"Alberto Meda, Franco Raggi, Denis Santachiara",1983,1994,Gift of the manufacturer,Documents/info664project/moma.csv
Smoke Fluxkit,Yoshi Wada,1969,2008,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
The Boaters,Louise Kruger,1948,1949,Spaeth Foundation,Documents/info664project/moma.csv
Art & Project Bulletin #30,Ian Wilson,1970,2007,Art & Project/Depot VBVR Gift,Documents/info664project/moma.csv
THE SHEPHERD'S HOUR (plate facing page 51) from LE PAYSAGISTE AUX CHAMPS,Jean Desbrosses,1866,1964,The Louis E. Stern Collection,Documents/info664project/moma.csv
In the Planet of the Eye,Rita Myers,1984,1984,Purchase,Documents/info664project/moma.csv
Untitled for the Museum in Progress project Symposia: Art and Global Media,Pierre Bourdieu,6-Nov-98,2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
"Tree Trunk, Normandy",Georges Lacombe,1898,1978,Gift in the honor of Myron Orlofsky,Documents/info664project/moma.csv
Relative Strength from the Museum in Progress project Worlds of Work,"Ruth Anderwald, Leonhard Grond","(newspapers published March 19 through May 5, 2005)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Ardicia,Pablo Palazuelo,-1978,1992,Purchase,Documents/info664project/moma.csv
French War Veteran,Red Cross Institute for Crippled and Disabled Men,c. 1919,2001,The New York Times Collection,Documents/info664project/moma.csv
Fate,"D. W. Griffith, Frank Powell",1913,2005,Purchase,Documents/info664project/moma.csv
"Concurso Biblioteca Nacional Project, Buenos Aires, Argentina","Flora Manteola, Javier Sánchez Gómez, Justo Solsona, Carlos Libedinsky, Antonio Diaz, Rao",1962,2014,Gift of MSGSSS,Documents/info664project/moma.csv
"Christ from the portfolio The Original Print (L'Estampe originale), no. V",Émile Bernard,"(c. 1890-91, published 1894)",1949,Purchase,Documents/info664project/moma.csv
"Formmutation I, project","Wolf D. Prix, Helmut Swiczinsky",1981,1988,Frederieke Taylor Purchase Fund,Documents/info664project/moma.csv
Revelation,Polygnotos G. Vagis,1951,1956,Gift of D. and J. de Menil,Documents/info664project/moma.csv
Yale Daily News Board,Pach Brothers,1907,2008,Gift of Richard Benson,Documents/info664project/moma.csv
"Sinie zagadki, krasnye razgadki","Elizaveta Dorfman, B. Tatarinov",1928,2001,Gift of The Judith Rothschild Foundation,Documents/info664project/moma.csv
The Saints in This World Are Watching,Bettina Sellmann,-2003,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
"Queenie (plate, facing page 112) from D'Ariane à Zoé",Maurice Barraud,1930,1964,The Louis E. Stern Collection,Documents/info664project/moma.csv
Untitled from the Museum in Progress project Signs of Trouble,"2x4, Inc., Michael Rock, Susan Sellers","(newspaper published October 9, 1998)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Susan,Tetsu Okuhara,1971,1972,David H. McAlpin Fund,Documents/info664project/moma.csv
Boy with Cock (title page) from A Little Book of Natural History,Leonard Baskin,1951,1952,Abby Aldrich Rockefeller Fund,Documents/info664project/moma.csv
Mosaic in Architecture,"Sergei Chuklov, Dmitry Bush",1991,2018,Committee on Architecture and Design Funds,Documents/info664project/moma.csv
40/4 Stacking Chair,David Rowland,1964,1965,Gift of the manufacturer,Documents/info664project/moma.csv
Sounds and Silences Wrought into Iron and Air,Martin Boyce,2011,2012,Gift of the artist,Documents/info664project/moma.csv
"Jimmy, Easter Sunday",Jerry Berndt,1983,1986,John Parkinson III Fund,Documents/info664project/moma.csv
Le Surréalisme en 1947,"Jean (Hans) Arp, Hans Bellmer, Victor Brauner, Serge Brignoni, Alexander Calder, Bruno Capacci, Julio de Diego, Enrico Donati, Marcel Duchamp, Max Ernst, David Hare, Jacques Hérold, Marcel Jean, Wifredo Lam, Jacqueline Lamba, Maria Martins, Roberto Matta, Joan Miró, Man Ray (Emmanuel Radnitzky), Kay Sage, Yves Tanguy, Dorothea Tanning, Toyen (Marie Čermínová), Suzanne van Damme, Various Artists",1947,1947,Henry Church Fund,Documents/info664project/moma.csv
In a Snowstorm,Aoki Toshio,c. 1950,1959,Gift of Nihon Keizai Shimbun,Documents/info664project/moma.csv
Still Life,H. Glintenkamp,1928,1940,Gift of Abby Aldrich Rockefeller,Documents/info664project/moma.csv
Ot mol'berta k mashine (From Easel to Machine),Antonina Sofronova,1923,2001,Gift of The Judith Rothschild Foundation (Donation of Tamar Cohen and David Slatoff),Documents/info664project/moma.csv
"Bank and Office Building, project, Stuttgart, Germany, Perspective, proposals for neon signs",Adolf Gustav Friedrich Schneck,1928,2003,Mies van der Rohe Archive Purchase,Documents/info664project/moma.csv
Slaughter House,Jerome Liebling,1960-61,,Exchange,Documents/info664project/moma.csv
"Traveling Circus (Wanderzirkus) (plate, loose leaf) from the periodical Das Kunstblatt, vol. 2, no. 12 (Dec 1918)",Fritz Schaefler,1918,1949,"Transferred from The Museum of Modern Art Library, New York",Documents/info664project/moma.csv
