artist,date,title,source,percent funded?
Sue Hodes,1955,"""BUFFALO HUNT""",education,
Sung Ho Choi,1996,MY AMERICA,education,yes
Sung Ho Choi,1996,AMERICAN PIE,education,yes
Susan Brown,1997,TEX TILE,education,
Susan Gardner,1987,ANIMAL PARTY,education,yes
Susan Hall,1987,DAY'S END,education,
Susan Hambleton,1986,DESERT MOVE II,education,
Susan Joelson,1983,SPACE,education,
Susan Kaprov,1985,POINT OF YOUTH,education,
Susan Shatter,1978,VIEW OF BROOKLYN,education,
Susan Stair,2009,BY THE WATERS,education,
Susan Tunick,2002,THREE TIMES THREE,education,yes
Susan Tunick,1994,Brighton Clay Re-Leaf Nos. 1-4 ,mta,
Susanna Starr,2012,A Continuous Thread ,mta,
Susumo Shingu,1995,Dialogue with the Sun,public,yes
Suzanne Miller,1931,A HISTORY OF COLONIAL LONG ISLAND,education,
Sydney Cash,2000,Columns ,mta,
Sylvia Benitez,1999,"OUR GLOBAL LEGACY, CONTINENTAL TREASURES FROM AROUND THE WORLD",education,
T Cappuccio,,SKYLAB,education,
Takayo Noda,2007,The Habitat for the Yellow Bird ,mta,
TamÃ¡s Nagy,2017,Memorial to the 1956 Hungarian Revolution,public,
Tamara Kerr,,MAN WITH BASS,education,
Tamara Kerr,,"YAGRUMO TREE, EL YUNQUE",education,
Tamotsu Miura,1994,BLACK CEDARS,education,
Tattfoo Tan,2010,S.O.S. PLEDGE,education,yes
Ted Witonski,1937,ALEX'S HOUSE,education,
Ted Witonski,1940,THE SEAL OF PAIN,education,
Teddy Millington-Drake,1968,"ORANGE, GRAY, AND WHITE",education,
Teddy Shearer,,PLEASE,education,
Terence Gower,2013,NOGUCHI GALAXY I,education,
Terence Gower,2013,NOGUCHI GALAXXY II,education,
Terry Adkins,2000,"""GEOMETRIC SHAPES""",education,
Terry Adkins,1999,Harlem Encore ,mta,
Terry Fugate-Wilcox,1974,3000 A.D. Diffusion Piece,public,
Thea Tewi,1990,Cactus Couple,public,
Theodora Skipitares,1993,IT'S IN YOUR HANDS,education,
Theodore Haupt,1940,"""CHILDREN PLAYING AT GYM""",education,
Theodore Roszak,1964,Forms in Transit,public,
Theodore Wahl,1936,MIDTOWN TUNNEL CONSTRUCTION,education,
Therman Statom,2001,Luz,percent,yes
Thomas Ball,1876,Daniel Webster,public,
Thomas Cleveland,2000,Bound Hands Rising Free,public,
Thomas Eakins,1901,Abraham Lincoln,public,
Thomas Eakins,1901,Ulysses S. Grant,public,
Thomas Jones,1941,Brooklyn Public Library Gates,public,
Thomas Lawson,1992,A Portrait of New York,percent,yes
Thomas Lo Medico,1961,THE STORY HOUR,education,
Thomas Lo Medico,1965,"""STUDENTS""",education,
Thomas Spector,1930,JOHN L. TILDSLEY,education,
Tibor Freund,1963,"""UNIVERSAL DISSEMINATION OF KNOWLEDGE""",education,
Tibor Freund,1970,VEHICLE OF PROGRESS OF EDUCATION,education,
Tim Rollins,1988,"AMERIKA-- FOR THE PEOPLE OF BATHGATE, 1988",education,
Tim Rollins,2001,Achilles and Odysseus,public,yes
Tim Watkins,2012,Sundancers,percent,yes
Timothy Hyunsoo Lee,2018,Come Back Home,mta,
Timothy Roeschlein,2005,"""FEAST""",education,
Timothy Roeschlein,2005,MUSICAL LANDSCAPE 2,education,
Timothy Roeschlein,2005,PICNIC 1,education,
Timothy Roeschlein,2005,PICNIC 2,education,
Timothy Roeschlein,,MUSICAL LANDSCAPE,education,
Timothy Snell,2002,Broadway Diary ,mta,
Tobias Putrih,2012,blackwell,education,yes
Toby Buonagurio,2005,Times Square Times: 35 Times ,mta,
Todd Williams,1983,Untitled Stainless Steel Sculpture,public,
Tom Burckhardt,2009,FORWARD UP,education,yes
Tom Fruin,2019,Sail,mta,
Tom James,1987,THE BEACON,education,
Tom Joyce,2014,Two To One,public,
Tom Nussbaum,1997,12 SCULPTURES FOR ECC4,education,yes
Tom Nussbaum,1991,Workers ,mta,
Tom Otterness,1990,FROG AND BEE,education,
Tom Otterness,,COQUI,education,
Tom Otterness,2001,Life Underground ,mta,
Tom Otterness,2005,Amorphophallus Titanum,public,
Tom Otterness,2007,Large Coqui,public,
Tom Patti,2004,Passage ,mta,
Tomie Arai,1995,DISCOVERY,education,yes
Tomie Arai,1997,WELCOME! BIENVENIDOS! BYENVENI!,education,
Tomie Arai,2007,Back to the Garden ,mta,
Tomie Arai,2001,Song for a Child,percent,yes
Tomo Mori,2017,The Wheels on the Bus ,mta,
Tony Oursler,2009,"""SPLATTER PROJECT #2""-ORANGE RED WALL",education,yes
Tony Oursler,2009,"""LOCKER""",education,yes
Tony Oursler,2009,"""SPLATTER PROJECT #1""-GRAY WALL",education,yes
Tony Oursler,2009,"""YELLOW, RED, GREEN, AFAICS""",education,yes
Tony Rosenthal,1967,Alamo,public,
Tony Rosenthal,1974,5 in 1,public,
Toshi Zoshida,,AKIBA SHRINE,education,
Toshio Sasaki,1992,First Symphony of the Sea,percent,yes
Toshio Sasaki,1993,First Symphony of the Sea,public,
Toshio Sasaki,2007,Diagonal Sonata,public,yes
Tova Snyder,2002,Railroads and Rooftops ,mta,
Tricia Keightley,2012,Hunters Point Avenue Project ,mta,
Tricia Wright,2019,"Morning Glory, Evening Splendor; The Perennial Village ",mta,
Umberto Romano,1962,"""YOUTH LEARNS FROM THE PAST AND LOOK TOWARD THE FUTURE""",education,
Unknown,,"""MR.SPRAGULIS""",education,
Unknown,,"UNKNOWN ""NATURE AND CITY""",education,
Ursula von Rydingsvard,2003,Katul Katul,percent,yes
V Miserendino,1920,T. ROOSEVELT,education,
V Snow,,THE FUTURE MAN/ THE EARTH,education,
Vadim Chernoff,1936,"""MODERN CIVILIZATION; ART, EDUCATION, SCIENCE, INDUSTRY""",education,
Vadim Morosoff,1938,"""WPA WORK""",education,
Valerie Clarebout,1958,UNDERWATER BALLET,education,
Valerie Hammond,1991,ANIMALS WE LOVE,education,
Valerie Jaudon,1988,Long Division ,mta,
Valerie Jaudon,1989,Reunion,public,yes
Valerie Maynard,2000,LOVE AND GUIDE THE CHILDREN,education,
Valerie Maynard,,LET THE CHILDREN PLAY AND BE FREE,education,
Valerie Maynard,2003,Polyrhythmics of Consciousness and Light ,mta,
Valerie Maynard,2001,Untitled,percent,yes
Van Der Ulft,1667,"""DUTCH CITY HALL [DE DAM]""",education,
Vera Lutter,2003,Erie Basin,percent,yes
Verna Hart,1999,Jammin,mta,
Vertis Hayes,,"""A DECORATION""",education,
Vicki Scuri,1993,THE BUTTERFLY GARDEN,education,yes
Victor Brenner,1912,IRVING BAS-RELIEF (WASHINGTON),education,
Victor Brenner,1915,LINCOLN TABLET (ABRAHAM),education,
Victor Brenner,,"""GETTYSBURG ADDRESS""",education,
Victor Frisch,1938,Snow Babies,public,
Victor Peters (von Pieters),1899,Lioness and Cubs,public,
Vik Muniz,2017,Perfect Strangers ,mta,
Vincent Cavallaro,1962,"""GENERAL PULASKI & HIS AIDES ON HORSEBACK""",education,
Vincent Cavallaro,1965,SMALL FOREST,education,
Vincent Cavallaro,1969,SOCIAL COMMUNICATION,education,
Vincent Cavallaro,1973,LIGHT OF KNOWLEDGE,education,
Vincent Cavallaro,,MOTHER OF KNOWLEDGE,education,
Vincent D. Smith,1991,Jonkonnu Festival Wid the Frizzly Rooster Band,percent,yes
Vincent Smith,1999,"Mintonâ™s Playhouse (uptown), The Movers and Shakers (downtown) ",mta,
Vincenzo Miserendino,1933,ADOLPH S. OCHS,education,
Virgil Fuller,1915,Eugene G. Putnam,public,
Vitaly Komar,1998,Liberty as Justice and Liberty,percent,yes
Vito Acconci,1995,PROJECT FOR P.S. 3,education,yes
Vito Acconci,2002,Wall-Slide ,mta,
Vito Acconci,2010,Edge of the Plant/Edge of the Neighborhood,public,yes
Vito Acconci,2005,Wavewall ,mta,
Walter Ferguson,1947,ARCTIC ANIMAL LIFE,education,
Walter Ferguson,1948,"""BIRDS OF LONG ISLAND""",education,
Walter Ferguson,1955,"""PORTRAIT OF PRINCIPAL""",education,
Walter Hood,1976,FREEDOM FROM WANT,education,
Walter Hood,,THE BUILDING OF THE INTERSTATE HIGHWAY SYSTEM,education,
Walter Martin and Paloma MuÃ±oz,2001,A Gathering ,mta,
Walter Schott,1947,Untermyer Fountain,public,
Walton Ford,1999,INSIDE - OUT,education,yes
Walton Ford,1999,THE CALL,education,yes
Wendy Grossman,,ONE WORLD,education,
Wennie Huang,2011,TRACE,education,yes
Werner Klotz,2005,Le Milieu du Monde (The Middle of the World),percent,yes
Werner Pfeiffer,,CON EDISON VII,education,
William Bahnmuller,1934,WOMEN IN INDUSTRIES,education,
William Bahnmuller,1936,CULTURAL DEVELOPMENT OF THE UNITED STATES,education,
William Barrett,1982,"""HARI IV """,education,
William Behrends,2005,Jackie Robinson and Pee Wee Reese Monument,public,
William Crozier,2007,Korean War Memorial,public,
William Diederich,1935,Mowgli is Carried by the Monkeys,public,
William Diederich,1935,Mowgli Learns the Law of the Jungle,public,
William Diederich,1935,Mowgli Protected from the Tiger by the Wolves,public,
William Diederich,1935,Mowgli Removes a Thorn from a Wolf's Paw,public,
William Diederich,1935,Mowgli Skins the Tiger,public,
William Diederich,1935,Sambur Attacked by Wolves,public,
William Fausett,1976,FREEDOM TO LOVE THE EARTH,education,
William Fausett,,FREEDOM TO LOVE THE BEAUTY OF THE EARTH AND PRESERVE ITS BEAUTY,education,
William Fausett,,NORTHERN PLAINS INDIANS,education,
William Fellows,1985,Vietnam Memorial,public,
William Giles,1966,3 PEOPLE 3,education,
William Giles,1966,"3 DECORATIONS 3/ ART WALL ""(EDUCATIONAL COMPONENT)""",education,
William Hicks,1937,HIGH SCHOOL SENIOR,education,
William King,1983,SCHOOL,education,
William Low,2011,A Day in Parkchester ,mta,
William Low,2018,Deer Park Dahlias,mta,
William Nichols,1982,EDGE ALONG MEGNON CREEK,education,
William Nichols,1987,MEGNON CREEK-MID SUMMER,education,
William Noble,1902,General Josiah Porter,public,
William Partridge,1896,Ulysses Simpson Grant,public,
William Partridge,1926,Samuel J. Tilden,public,
William Pogany,1925,GREEK ART,education,
William Pogany,1925,SIX OCTAGON PORTRAITS OF PAINTERS,education,
William Pogany,1925,AZTEC ART,education,
William Pogany,1925,"""IN THE STUDIO OF VELASQUEZ, LEONARDO & PUPIL""",education,
William Powell,1854,DEWITT CLINTON,education,
William Prescott,,BLOOD ON THE SANDS,education,
William Rice,1922,"""JONAS BRONCK PURCHASING LAND FROM INDIANS""",education,
William Rice,1923,"""MOTHER GOOSE""",education,
William Rice,1925,"""THE CHANGES OF FASHIONS FROM PREHISTORIC TIMES TO DATE""",education,
William Rice,,CHARACTERS FROM HISTORY AND LITERATURE,education,
William Rosenthal,1958,COL. DAVID MARCUS,education,
William Tarr,1967,LETTERS,education,
William Tarr,1967,NUMBERS,education,
William Tarr,1973,"MARTIN LUTHER KING, JR. MEMORIAL",education,
William Tarr,,MORNINGSIDE HEIGHTS,education,
William Tarr,1973,Dr. Martin Luther King Jr. Memorial,public,
William Wegman,2018,Stationary Figures ,mta,
William Williamson,,AMERICA,education,
Willie Birch,1995,Harlem Timeline ,mta,
Willie Birch,1997,"If You Don't Know Where You Come From, How Do You Know Where You Are Going?",public,yes
Willie Cole,1996,ARCHWAY TO KNOWLEDGE,education,yes
Winifred Gibbes,1937,IVORY SATIN WEDDING DRESS OF 1866,education,
Winifred Gibbes,,EMPIRE GOWN OF 1810,education,
Wopo Holup,1992,RUNAWAY RAINBOW,education,yes
Wopo Holup,1996,JIM THORPE GARDEN FENCE,education,yes
Wopo Holup,2013,Birds in Flight-Moon View ,mta,
Wopo Holup,2000,River That Flows Two Ways,public,
Wright,1968,BUST OF MARY MCLEOD BETHUNE,education,
Xenobia Bailey,2015,Funktional Vibrations ,mta,
Xin Song,2012,Tree Of Life ,mta,
Xu Bing,2015,Writings at Helin Temple,public,
Y Chung,1997,SUNSET PARK SYNERGY,education,yes
Yankowitz And Holden,1997,THE GARDEN OF GAMES AND THE GARDEN OF SCIENTIFIC IDEAS,education,
Yayoi Kusama,2022,A message of love,mta,
Yoko Ono,2018,SKY ,mta,
Yong Soon Min,1998,World of Flowers,percent,yes
Yumi Heo,1999,Q is for Queens ,mta,
Zim,1923,IN MEMORY OF ABRAHAM RADGIK,education,
Zucker,1935,"""PREHISTORIC MURAL""",education,
